SessionDuration,AdministrativeAvgDuration,InformationalAvgDuration,ProductRelatedAvgDuration,BounceRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
588.3333333,0.0,0.0,36.77083333125,0.0,0.0,0.0,Feb,2,4,1,1,Returning_Visitor,False,False
3117.008334,100.5666667,0.0,58.64837963888889,0.004347826,11.43941195,0.0,Feb,2,6,1,2,Returning_Visitor,False,True
76.0,0.0,0.0,38.0,0.0,0.0,0.6,Feb,3,2,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.2,0.0,1.0,Feb,1,1,1,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,0.2,0.0,0.4,Feb,1,1,1,3,Returning_Visitor,False,False
208.0,0.0,0.0,29.714285714285715,0.0,0.0,0.0,Feb,4,1,1,5,Returning_Visitor,True,False
270.0,0.0,0.0,67.5,0.0,0.0,0.8,Feb,1,1,1,3,Returning_Visitor,False,False
39.5,0.0,0.0,6.583333333333333,0.0,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,False,False
375.0,0.0,0.0,31.25,0.016666667,0.0,0.0,Feb,3,2,4,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.2,0.0,0.8,Feb,2,2,2,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,0.2,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False
150.0,0.0,0.0,21.428571428571427,0.057142857,0.0,0.0,Feb,2,2,2,1,Returning_Visitor,False,False
138.0,0.0,0.0,46.0,0.0,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False
337.5,0.0,0.0,48.214285714285715,0.028571429,0.0,0.4,Feb,4,1,3,3,Returning_Visitor,False,False
620.0333333,0.0,0.0,32.633333331578946,0.0,0.0,0.0,Feb,1,1,4,2,Returning_Visitor,False,False
204.8461538,18.0,0.0,11.256410253333334,0.0,0.0,0.4,Feb,1,1,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.2,0.0,0.0,Feb,1,1,1,2,Returning_Visitor,True,False
52.0,0.0,0.0,26.0,0.0,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False
649.25,0.0,0.0,49.94230769230769,0.0,0.0,0.0,Feb,2,2,1,5,New_Visitor,False,False
925.3333333,0.0,0.0,34.27160493703704,0.003703704,0.0,0.6,Feb,4,1,3,3,Returning_Visitor,False,False
33.0,0.0,0.0,16.5,0.0,0.0,0.2,Feb,1,1,1,3,Returning_Visitor,False,False
1566.5,0.0,0.0,261.0833333333333,0.05,0.0,0.2,Feb,1,1,1,3,Returning_Visitor,False,False
105.0,0.0,0.0,26.25,0.0,0.0,0.6,Feb,1,1,1,4,Returning_Visitor,False,False
50.0,0.0,0.0,7.142857142857143,0.038095238,0.0,0.6,Feb,2,4,1,7,Returning_Visitor,False,False
644.2,0.0,0.0,40.2625,0.004166667,0.0,0.0,Feb,3,2,3,4,Returning_Visitor,False,False
2653.5111113300004,6.1111111099999995,0.0,69.34678363157896,0.0,0.0,0.4,Feb,2,4,1,2,Returning_Visitor,False,False
668.0,15.25,0.0,31.94736842105263,0.0,17.53595893,1.0,Feb,1,1,7,4,Returning_Visitor,True,True
415.0,0.0,0.0,69.16666666666667,0.0,0.0,0.4,Feb,1,1,3,2,Returning_Visitor,False,False
2130.530952,15.5,16.0,57.87585977777778,0.0,0.0,0.8,Feb,2,2,4,3,Returning_Visitor,False,False
340.1666667,19.5,0.0,16.568627452941175,0.007058824,0.0,0.0,Feb,1,1,3,4,Returning_Visitor,False,False
27.0,0.0,0.0,13.5,0.15,0.0,0.0,Feb,1,1,7,2,Returning_Visitor,False,False
215.0,0.0,0.0,23.88888888888889,0.044444444,0.0,0.8,Feb,4,1,1,3,Returning_Visitor,False,False
162.0,0.0,0.0,13.5,0.05,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False
114.0,0.0,0.0,57.0,0.05,0.0,0.8,Feb,3,3,1,3,Returning_Visitor,False,False
5482.463753,54.375,23.5,39.5485449453125,0.000854701,0.0,0.0,Feb,2,5,1,3,Returning_Visitor,False,False
253.0,0.0,0.0,63.25,0.0,0.0,0.6,Feb,2,2,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.2,0.0,0.4,Feb,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.2,0.0,0.8,Feb,1,1,2,3,Returning_Visitor,False,False
458.5,11.0,0.0,17.46,0.008,0.0,0.2,Feb,2,4,1,1,Returning_Visitor,False,False
1138.833333,0.0,93.0,34.8611111,0.012903226,0.0,0.2,Feb,1,1,1,3,Returning_Visitor,False,False
317.8333333,0.0,0.0,26.486111108333333,0.0,0.0,0.0,Feb,1,1,1,4,Returning_Visitor,True,False
1146.333333,0.0,0.0,54.587301571428576,0.0,0.0,0.8,Feb,3,2,1,3,Returning_Visitor,False,False
577.0,0.0,0.0,52.45454545454545,0.018181818,0.0,0.2,Feb,2,2,3,1,Returning_Visitor,False,False
95.0,0.0,0.0,11.875,0.0,0.0,0.0,Feb,4,1,3,3,Returning_Visitor,False,False
301.5,0.0,0.0,50.25,0.0,0.0,0.0,Feb,2,4,9,3,Returning_Visitor,False,False
243.0,0.0,0.0,40.5,0.0,0.0,0.0,Feb,2,4,4,1,Returning_Visitor,False,False
135.5,0.0,0.0,33.875,0.0,0.0,0.6,Feb,2,2,1,2,Returning_Visitor,False,False
517.3333333,0.0,37.5,31.59523809285714,0.0,0.0,0.8,Feb,1,1,3,3,Returning_Visitor,False,False
41.0,0.0,0.0,13.666666666666666,0.0,0.0,0.0,Feb,1,1,3,3,Returning_Visitor,False,False
292.9,0.0,0.0,26.627272727272725,0.028,0.0,0.0,Feb,2,4,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.2,0.0,0.0,Feb,1,1,3,3,Returning_Visitor,False,False
1238.333333,0.0,0.0,137.59259255555557,0.0,0.0,0.4,Feb,2,2,1,3,Returning_Visitor,False,False
225.4666667,0.0,0.0,22.54666667,0.0,0.0,0.4,Feb,1,1,8,3,Returning_Visitor,False,False
2335.2166669999997,115.5,0.0,36.72973856862745,0.0,0.0,0.6,Feb,2,2,9,3,Returning_Visitor,False,False
13.0,0.0,0.0,4.333333333333333,0.133333333,0.0,0.0,Feb,2,4,1,1,Returning_Visitor,False,False
222.0,0.0,0.0,111.0,0.0,0.0,0.0,Feb,2,6,1,2,Returning_Visitor,True,False
234.8333333,10.0,0.0,13.42708333125,0.0,0.0,0.0,Feb,2,2,1,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.2,0.0,0.0,Feb,3,2,3,3,Returning_Visitor,False,False
2017.166667,0.0,0.0,336.1944445,0.0,0.0,0.8,Feb,2,2,4,3,Returning_Visitor,False,False
560.5277778,18.583333333333332,0.0,17.270299146153846,0.0,0.0,0.6,Feb,1,1,3,3,Returning_Visitor,False,False
158.1666667,0.0,0.0,26.361111116666667,0.0,0.0,0.0,Feb,3,2,4,2,Returning_Visitor,False,False
303.6666667,0.0,0.0,33.740740744444444,0.005555556,0.0,0.0,Feb,2,4,5,2,Returning_Visitor,False,False
25.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,Feb,2,4,1,5,Returning_Visitor,False,False
42.0,0.0,0.0,21.0,0.05,0.0,0.4,Feb,2,2,1,4,Returning_Visitor,False,False
1107.041667,25.90625,0.0,71.67261907142857,0.0,0.0,0.2,Feb,1,1,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.2,0.0,0.0,Feb,2,2,7,3,Returning_Visitor,False,False
272.5,0.0,0.0,30.27777777777778,0.0,0.0,0.2,Feb,1,1,6,3,Returning_Visitor,False,False
363.0,6.333333333333333,0.0,43.0,0.0,0.0,0.0,Feb,2,4,2,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.2,0.0,0.0,Feb,2,2,2,3,Returning_Visitor,False,False
871.0,0.0,19.0,85.2,0.0,0.0,0.0,Feb,2,2,3,6,Returning_Visitor,False,False
780.0,0.0,0.0,260.0,0.066666667,0.0,0.4,Feb,2,4,1,3,Returning_Visitor,False,False
1038.0,0.0,0.0,346.0,0.0,0.0,0.0,Feb,2,2,1,1,Returning_Visitor,False,False
573.0,0.0,0.0,143.25,0.0,0.0,0.0,Feb,2,2,3,3,Returning_Visitor,False,False
1231.233333,0.0,0.0,43.97261903571428,0.007142857,0.0,0.0,Feb,1,1,4,3,Returning_Visitor,False,False
316.6666667,0.0,0.0,28.78787879090909,0.0,0.0,0.8,Feb,2,2,2,1,Returning_Visitor,False,False
873.7365079,0.0,0.0,43.686825395,0.0075,0.0,0.0,Feb,1,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.2,0.0,0.4,Feb,2,2,3,4,Returning_Visitor,False,False
16.0,0.0,0.0,4.0,0.1,0.0,0.0,Feb,2,5,5,1,Returning_Visitor,False,False
615.0,0.0,0.0,32.36842105263158,0.0,0.0,0.2,Feb,2,2,3,3,Returning_Visitor,False,False
261.75,0.0,0.0,29.083333333333332,0.0,0.0,0.0,Feb,2,6,1,1,Returning_Visitor,False,False
615.8831169,0.0,0.0,29.327767471428572,0.033333333,0.0,0.0,Feb,3,2,2,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,0.2,0.0,0.0,Feb,3,3,3,2,Returning_Visitor,True,False
117.5,0.0,0.0,19.583333333333332,0.0,0.0,0.8,Feb,1,1,1,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,0.2,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.2,0.0,0.0,Feb,3,2,3,3,Returning_Visitor,False,False
501.6666667,0.0,0.0,21.811594204347827,0.008695652,0.0,0.6,Feb,1,1,4,2,Returning_Visitor,False,False
909.1666667,29.0,11.0,26.747311829032256,0.03030303,0.0,0.0,Feb,1,1,1,1,Returning_Visitor,True,False
1232.5,9.5,0.0,53.17391304347826,0.015217391,0.0,0.0,Feb,1,1,1,2,Returning_Visitor,True,False
467.0,0.0,0.0,77.83333333333333,0.0,0.0,0.4,Feb,1,1,3,3,Returning_Visitor,False,False
737.1666667,0.0,0.0,32.05072463913043,0.008695652,0.0,0.6,Feb,2,2,1,3,Returning_Visitor,False,False
129.0,0.0,0.0,10.75,0.0,0.0,0.0,Feb,1,1,3,2,Returning_Visitor,False,False
63.0,0.0,0.0,12.6,0.0,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,False,False
125.0,0.0,0.0,25.0,0.086666667,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,False,False
684.3333333,0.0,0.0,62.21212120909092,0.018181818,0.0,0.0,Feb,2,4,6,1,Returning_Visitor,False,False
665.4722222,0.0,0.0,33.273611110000004,0.0,0.0,0.8,Feb,3,2,7,4,Returning_Visitor,True,False
487.5,0.0,0.0,32.5,0.0,0.0,0.8,Feb,1,1,2,4,Returning_Visitor,True,False
437.1666667,0.0,0.0,25.71568627647059,0.011111111,0.0,0.0,Feb,2,4,1,3,Returning_Visitor,False,False
55.0,0.0,0.0,18.333333333333332,0.066666667,0.0,0.6,Feb,1,1,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.2,0.0,0.8,Feb,1,1,1,2,Returning_Visitor,True,False
488.2277778,8.26,0.0,18.621990741666668,0.0,0.0,1.0,Feb,2,2,8,1,Returning_Visitor,True,False
407.5,29.0,0.0,32.05,0.0,0.0,0.0,Feb,1,1,2,3,Returning_Visitor,False,False
666.0,0.0,0.0,95.14285714285714,0.0,0.0,0.0,Feb,1,1,6,2,Returning_Visitor,False,False
405.7095238,0.0,0.0,19.319501133333333,0.010743802,0.0,0.0,Feb,1,1,1,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.2,0.0,0.0,Feb,3,2,3,3,Returning_Visitor,False,False
163.25,0.0,0.0,27.208333333333332,0.033333333,0.0,0.6,Feb,1,1,6,2,Returning_Visitor,False,False
284.25,0.0,0.0,16.720588235294116,0.0,0.0,0.0,Feb,3,2,6,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,0.2,0.0,0.6,Feb,4,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.2,0.0,0.0,Feb,2,4,1,1,Returning_Visitor,False,False
260.0,0.0,0.0,32.5,0.008333333,0.0,0.8,Feb,3,2,1,3,Returning_Visitor,True,False
1490.2547619000002,0.0,75.6498511875,55.971428579999994,0.003174603,0.0,0.0,Mar,2,2,1,8,Returning_Visitor,False,False
927.45,0.0,0.0,46.3725,0.011111111,8.000740741,0.0,Mar,1,1,3,1,Returning_Visitor,False,False
845.8,4.5,0.0,16.736,0.0,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
3729.9449440999997,29.37782051,76.5,34.19965353125,0.001960784,0.0,0.0,Mar,3,2,6,2,Returning_Visitor,True,False
2028.819697,12.38888888888889,48.5,38.13917748979592,0.0,1.706014966,0.0,Mar,2,2,7,2,Returning_Visitor,False,True
3106.124108,15.666666666666666,51.0,44.23711923529412,0.007142857,46.53017511,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.2,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
4459.25,408.6666666666667,0.6,134.59375,0.036190476,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
371.0,17.333333333333332,0.0,35.44444444444444,0.0,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False
42.0,0.0,0.0,14.0,0.0,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
354.3333333,0.0,0.0,16.106060604545455,0.009090909,0.0,0.0,Mar,1,1,7,2,Returning_Visitor,True,False
3556.61241,0.0,0.0,36.29196336734694,0.002061856,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
2763.783333,28.0,144.0,38.265422880597015,0.0,19.34265017,0.0,Mar,2,2,4,2,New_Visitor,False,True
3126.9793033,37.653594766666664,0.0,231.8475783846154,0.013068182,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
840.2333333,0.0,0.0,49.42549019411765,0.0,109.176,0.0,Mar,2,2,9,2,New_Visitor,False,True
2189.8448049999997,31.333333333333332,62.5,35.83354190909091,0.0,96.25511582,0.0,Mar,2,4,1,2,New_Visitor,True,True
2899.0,32.0,0.0,57.34,0.0,153.4432478,0.0,Mar,2,2,7,8,Returning_Visitor,True,True
43.0,0.0,0.0,8.6,0.0,0.0,0.0,Mar,1,1,1,9,Returning_Visitor,True,False
502.5,43.6,0.0,21.884615384615383,0.0,0.0,0.0,Mar,1,1,1,2,New_Visitor,False,False
133.5,0.0,0.0,44.5,0.0,0.0,0.0,Mar,1,2,1,8,Returning_Visitor,False,False
416.6666667,119.0,0.0,24.805555558333335,0.0,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,False,False
734.75,93.66666666666667,0.0,28.359375,0.0,0.0,0.0,Mar,2,2,5,2,New_Visitor,False,False
1349.75,18.0,0.0,83.234375,0.0,33.79956701,0.0,Mar,2,5,2,3,New_Visitor,False,True
598.5,20.0,0.0,111.7,0.0,0.0,0.0,Mar,2,2,7,2,New_Visitor,True,False
252.8333333,35.666666666666664,0.0,36.458333325,0.0,0.0,0.0,Mar,3,2,7,1,New_Visitor,False,False
731.0,0.0,0.0,91.375,0.0,0.0,0.0,Mar,2,4,1,3,Returning_Visitor,False,False
364.0,24.5,127.0,47.0,0.033333333,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False
565.3333333,0.0,0.0,40.38095237857143,0.037619048,0.0,0.0,Mar,2,6,3,1,Returning_Visitor,False,False
50.0,0.0,0.0,25.0,0.0,0.0,0.0,Mar,3,2,8,11,Returning_Visitor,False,False
648.0,14.25,0.0,84.42857142857143,0.006666667,0.0,0.0,Mar,1,2,6,6,Returning_Visitor,True,False
544.0,1.0,87.0,28.1,0.0,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
913.1666666,61.5,153.16666665,26.879629627777778,0.0,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
160.0,59.0,0.0,10.5,0.0,0.0,0.0,Mar,1,2,7,3,Returning_Visitor,False,False
1192.386111,0.0,0.0,34.0681746,0.005714286,0.0,0.0,Mar,2,4,2,2,Returning_Visitor,False,False
198.0,0.0,0.0,16.5,0.016666667,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
15.0,0.0,0.0,5.0,0.0,0.0,0.0,Mar,2,4,3,12,Returning_Visitor,False,False
681.0,19.0,0.0,45.92857142857143,0.0,35.0928,0.0,Mar,2,2,5,1,Returning_Visitor,False,True
23.0,0.0,0.0,4.6,0.08,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
14.0,0.0,0.0,3.5,0.1,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
264.5,54.0,0.0,35.083333333333336,0.0,0.0,0.0,Mar,2,2,1,8,New_Visitor,False,False
2522.30467,993.0,0.0,54.618023928571425,0.001481481,0.0,0.0,Mar,3,2,4,2,Returning_Visitor,False,False
19.0,0.0,0.0,9.5,0.0,0.0,0.0,Mar,2,2,3,11,Returning_Visitor,True,False
1757.333333,14.85,42.0,43.21846845945946,0.0,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
102.5,0.0,0.0,11.38888888888889,0.0,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
2337.0,0.0,0.0,146.0625,0.0,17.76266667,0.0,Mar,2,2,1,1,Returning_Visitor,False,True
1883.5,0.0,0.0,99.13157894736842,0.010526316,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
1277.3,16.0,0.0,24.906,0.004,7.146260888,0.0,Mar,2,2,7,9,Returning_Visitor,True,False
2341.4166663,111.13888888333334,0.0,76.11742422727274,0.0,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
132.0,0.0,0.0,14.666666666666666,0.011111111,0.0,0.0,Mar,4,1,1,3,Returning_Visitor,True,False
2247.255128,73.0,740.0,28.68510256,0.0,22.03276923,0.0,Mar,2,2,3,2,Returning_Visitor,True,False
521.25,77.0,0.0,20.40277777777778,0.005263158,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,True,False
501.08333333,16.444444443333335,60.65,21.214285714285715,0.0,0.0,0.0,Mar,3,2,2,2,Returning_Visitor,False,False
1600.710784,39.5,0.0,51.11071668965518,0.006896552,0.0,0.0,Mar,3,2,1,8,Returning_Visitor,True,False
1201.992063,25.583333333333332,0.0,30.838001852941176,0.011578947,0.0,0.0,Mar,2,6,1,1,Returning_Visitor,True,False
478.0,0.0,0.0,53.111111111111114,0.0,0.0,0.0,Mar,3,2,2,3,Returning_Visitor,True,False
980.25,0.0,0.0,61.265625,0.0,0.0,0.0,Mar,2,2,4,3,Returning_Visitor,False,False
1218.443074,9.03125,21.5,22.05280537254902,0.022807018,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,False,False
377.6666667,12.25,0.0,16.053030304545455,0.018181818,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,False,False
1489.083333,0.0,0.0,82.72685183333334,0.023529412,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,False,False
